token,pca_2_component_1,pca_2_component_2,word_count
mos,0.054092962,0.3647514,17
mrs,0.2470229,-0.10189278,17
lifeblood,0.14804567,-0.58992016,17
purposefully,-0.054434054,-0.31132334,17
amongst,0.21362095,-0.28802913,17
vowing,-0.04786265,0.24514922,17
rulings,-0.14425363,0.26360273,17
avowed,0.10021441,-0.1546094,17
timed,0.099148974,-0.19073519,17
sometime,-0.34615865,0.4534284,17
quickest,0.19215122,-0.47260723,17
klansman,-0.19164817,0.19676216,17
screen,0.14941217,-0.39100593,17
demotion,0.018815536,0.61980265,17
yeste,-0.0011069593,-0.26118374,17
disagreements,0.08852613,0.20544314,17
accordingly,-0.15316543,0.37339446,17
tolerated,0.5994367,-0.27612558,17
autocracy,0.38941342,0.08887955,17
nydn,1.6116849,-0.30810645,17
repmarkgreen,-0.05535824,-0.08498547,17
mantra,0.26356742,-0.04119176,17
deemed,-0.29805973,0.61417115,17
assaults,0.42666772,0.08960414,17
c_sommerfeldt,0.21782574,-0.08702116,17
lou,0.75280595,-0.31715214,17
poem,0.12856008,-0.14760627,17
benjamin,0.2706268,0.24245115,17
underscored,0.19154032,-0.05294392,17
meth,0.76276034,-0.28263384,17
fj,0.051961478,-0.059651427,17
ow,0.059977278,-0.0066378084,17
reflection,-0.40227628,0.14465795,17
resoundingly,-0.67689866,-0.32545513,17
unsurprisingly,0.14281431,-0.16416028,17
daring,-0.18250498,0.12129855,17
ip,0.2922391,0.070820734,17
carminesabia,-0.13001853,-0.20706777,17
undisclosed,0.53981817,0.12247169,17
affi,0.026582077,0.4033614,17
santorum,0.38211176,0.34508556,17
tenn,0.4916918,0.049567033,17
mikeallen,0.19166423,-0.3303336,17
margbrennan,-0.11796423,-0.04731727,17
conferences,0.19371077,-0.20564447,17
catastr,0.23927428,-0.26539108,17
jeffreygoldberg,-0.20597601,0.373473,17
defying,-0.17257899,0.37806576,17
eliot,0.3636475,0.043680005,17
qm,0.2669971,0.051474404,17
trumpswar,0.07797996,-0.28248098,17
aiding,0.021275759,0.14877327,17
listens,-0.24348073,0.11428508,17
czqhzzq,0.33873758,0.10588097,17
fred,0.44397852,-0.2535467,17
confrontation,-0.0721562,-0.0063439817,17
heartless,0.6021269,-0.34472135,17
shed,0.109146714,0.28352484,17
veiled,-0.13962291,0.13852987,17
wq,0.21163121,-0.10995722,17
jurisdiction,-0.22334374,0.15843454,17
paulwaldman,-0.026146447,0.22137253,17
aged,-0.1454426,0.25900975,17
thoughtful,0.034383193,0.047758378,17
cute,-0.19599298,-0.13861984,17
leesmithdc,0.13734128,-0.38485298,17
governmen,0.28423446,0.21170925,17
broth,0.41090864,0.37833235,17
breathtaking,-0.29497585,0.510814,17
linking,0.5744946,0.010423537,17
mill,-0.033830687,-0.03956495,17
exchanges,0.5136336,0.4068996,17
outset,-0.081820935,0.14961037,17
jheil,-0.059475854,0.15148494,17
sasse,0.13837162,-0.009640803,17
promoted,0.3248471,0.31199497,17
lloyd,-0.119364314,-0.037267238,17
insulted,-0.04863852,-0.02743918,17
jamilsmith,0.2079873,0.040327158,17
lonfztyp,-0.2636977,0.337777,17
enemi,0.23273534,0.1658455,17
retaliato,0.7377617,0.22897968,17
smh,-0.008833721,-0.3630608,17
oversee,0.011760914,0.037985507,17
axaen,0.68298036,0.26555467,17
igor,0.35922617,-0.19943663,17
dodger,0.5819004,0.018288888,17
spinning,-0.18542762,-0.054371733,17
sow,0.21038242,-0.0845766,17
todd_poirier,-0.48748598,0.044428095,17
wrongdo,0.19771595,0.08172584,17
rhgreen,0.31843737,-0.1460311,17
shore,0.38426423,0.42372537,17
amberd,0.28214338,0.17545454,17
presumably,0.2596179,0.09178879,17
considerable,-0.05484893,-0.25085175,17
wicked,-0.1604871,-0.3540895,17
resolves,-0.5552661,0.29889086,17
causin,0.34104827,0.018784098,17
davidcicilline,0.06980035,0.09366549,17
mourn,0.04172857,-0.2292552,17
dd,0.23708363,0.01844262,17
fruman,0.057948504,0.08423745,17
commuted,0.17804055,-0.031470943,17
outlines,0.16611879,-0.0041557914,17
enforced,-0.18549971,0.23402685,17
greatly,0.24531646,0.08490612,17
humble,-0.5851741,-0.071420476,17
repr,0.23562177,0.3191612,17
dimwi,0.19135584,-0.50113934,17
hl,0.15630381,0.13545957,17
snubbed,0.33000842,-0.4831708,17
illegality,0.60767823,-0.5075093,17
ij,0.24198481,-0.02292506,17
quidproquo,0.09219417,0.13657448,17
dowd,0.4917612,0.8041455,17
hostile,0.17181179,0.103270024,17
swarmthesenate,0.24060033,0.1306247,17
embraced,0.001996413,-0.010883187,17
undressed,-0.072113276,-0.6359016,17
nickmartin,0.8100587,-0.18883741,17
colbertlateshow,0.16438036,0.08537659,17
releas,1.014727,-0.43249777,17
somewhere,0.040202916,-0.23352954,17
passionately,-0.20304255,-0.66700655,17
backtracks,0.2638142,-0.8927885,17
dsamuelsohn,0.4447751,0.20056373,17
sympathy,-0.12714703,0.051763073,17
ao,0.2548685,-0.09953972,17
objection,-0.26950523,0.4314299,17
theycallmetomo,-0.058371186,-0.21663357,17
brushes,0.42441428,-0.34261405,17
lla,0.5995823,-0.25795418,17
trashes,0.17200206,-0.034267083,17
judgenap,-0.037013907,0.39796716,17
covers,-0.17350277,-0.11059297,17
pornstar,0.30785266,0.20231959,17
charging,0.10256533,0.07603128,17
saddens,0.26955998,0.035508692,17
stricken,0.24603976,-0.26218364,17
corlebra,-0.080820516,0.035620697,17
fairtrial,-0.2754847,0.3166131,17
drafting,0.22367649,0.13324994,17
cdzdtib,0.22306114,0.13799451,17
defea,-0.15761054,0.24472286,17
qc,0.09947831,-0.027086053,17
pande,0.3349193,-0.5710336,17
outlining,-0.17918397,0.41098794,17
erupt,0.32694674,-0.26050702,17
hydra,-0.046312355,-0.588752,17
joyful,-0.5462361,-0.29060712,17
sadietnresist,0.2614354,0.19850174,17
contradictions,-0.23042597,-0.7399878,17
inevitable_et,0.07824364,0.07729926,17
ni,0.21944472,0.10575689,17
repmgs,0.26721144,-0.0053284704,17
stormed,0.3155621,0.25307727,17
includi,-0.32886794,0.34326407,17
clerk,0.5438686,0.3944318,17
wewantdocuments,0.44885382,0.10846197,17
yu,0.14821056,-0.14898352,17
kiss,0.0014415336,-0.13487974,17
magapatriot_tgm,-0.45582372,0.09858603,17
seismic,0.028391708,0.70174503,17
fixer,0.2776998,0.051263656,17
expensive,0.26020816,0.0148884645,17
glennbeck,-0.24710065,-0.124064825,17
rn,0.017134583,-0.100125134,17
bishlust,0.17408273,-0.32530048,17
cough,0.5476361,-0.27722353,17
qrne,0.72139996,0.2872214,17
nachosarah,-0.2424765,-0.08153159,17
ladyjyyc,-0.073213845,0.18428642,17
rescue,-0.21249829,-0.030172953,17
bracing,0.5287032,-0.08664087,17
summarized,-0.017065585,-0.07467262,17
frequency,0.49095944,-0.948265,17
harassin,-0.09669251,0.15049683,17
plausible,-0.07762852,0.3568715,17
brx,0.28007457,-0.19730844,17
okprxre,0.022859866,0.41837254,17
utahnews,0.10482294,0.2422105,17
beneficial,0.33352885,-0.48535523,17
catching,0.30780402,0.124533445,17
implies,-0.118453376,0.1071285,17
miafarrow,0.0070306435,0.0700218,17
extorts,0.048426546,0.19081433,17
awaited,0.29229093,-0.22214685,17
placing,0.019263657,0.18720843,17
discussions,-0.011785191,0.041222356,17
seething,0.063513406,-0.11442,17
mw,0.34015375,-0.16378662,17
corroborating,0.63663554,0.3478622,17
guypbenson,0.005967321,0.048540816,17
johntrumpfankjv,-0.27291155,-0.47184506,17
enriched,0.3055062,-0.42089692,17
ksto,0.67893887,-0.5244855,17
bastards,-0.074421726,-0.41903847,17
deposed,0.23728073,0.32289377,17
horseshit,0.05130932,-0.07539461,17
teach,-0.54302377,-0.005027436,17
fivethirtyeight,-0.12348521,0.18892696,17
gearing,0.4618796,-0.12856853,17
faculty,0.41922873,0.62680256,17
cjdtwit,0.043816775,-0.31363586,17
patiently,0.0869395,-0.3582666,17
bureaucracy,0.0025579592,-0.10310929,17
peoples_pundit,-0.14867139,-0.086255744,17
situa,-0.1243933,0.011863813,17
drenched,-0.33658808,-0.8662953,17
realslokhova,-0.07124604,0.15322228,17
fk,0.055287536,-0.14936408,17
steve_beno,-0.14316562,0.035047065,17
sooooo,0.03357352,0.36970034,17
katherineoma,-0.14972384,0.08293991,17
requesting,0.442733,0.53822243,17
abandonment,0.13673644,0.6116037,17
projecting,-0.20913696,-0.044366963,17
bongino,0.08938572,-0.11087125,17
protected,-0.28160003,-0.00048442668,17
credentialed,-0.15341975,0.32563788,17
kicks,0.14191088,-0.10721303,17
jong,0.5995809,-0.2055288,17
deepstateexpose,-0.28377524,-0.20911394,17
inbound,0.21795347,0.42668,17
watts,0.14711133,0.11584175,17
pur,0.29464298,0.0019961544,17
stomach,-0.07536169,-0.6382037,17
ymgjv,-0.35052457,-0.053515855,17
punishing,0.12656096,0.19570687,17
iceberg,0.06738187,0.004884385,17
aspect,-0.21087211,0.12412455,17
promotes,0.4796408,-0.032351475,17
lacking,-0.06660324,-0.12878656,17
wv,0.10196746,-0.1374913,17
acceptable,-0.097579315,0.056790084,17
erased,-0.4781878,-0.05124073,17
headspace,-0.55430436,0.30173534,17
tailor,-0.078189105,0.16426873,17
installed,-0.24620296,0.14894131,17
zhxwq,-0.08357494,-0.040036473,17
demolish,-0.45914564,0.4604526,17
abqq,-0.4855469,-0.015918279,17
quicker,-0.22702843,-0.06537914,17
os,0.074348226,0.075244814,17
burst,0.16178659,-0.079167634,17
observe,-0.2705844,0.1763761,17
factor,0.0010341903,0.22455822,17
presidentpelosi,0.07786723,-0.06846621,17
gambler,0.051668786,0.3764221,17
chant,-0.014398275,-0.39867854,17
commenting,0.04041927,0.13368836,17
forfeited,-0.20325696,-0.18179427,16
carriecordero,0.04724594,0.12156114,16
ozledvr,0.10765829,-0.10233771,16
reichstag,0.47687015,0.39979818,16
yrstoday,-0.28962976,0.04499078,16
disp,-0.019851431,-0.116277315,16
kaine,0.07014967,0.2868042,16
ej,0.075140186,-0.064132564,16
accomplishing,-0.33216348,-0.42199203,16
positively,0.3623454,-0.15238486,16
vindictiveness,-0.08947593,-0.071051024,16
participated,0.085983336,0.15169232,16
mtg,1.0540178,0.06071636,16
merit,-0.3612577,0.25955683,16
morten,-0.019601863,-0.07878496,16
dougiefreshii,1.0203305,-0.23960222,16
hy,-0.21634585,0.05486106,16
dogs,-0.2341302,-0.27488604,16
cillizzacnn,-0.26485914,0.052845858,16
adriandt,0.082072794,-0.39623624,16
expunging,0.1902318,0.39790606,16
develop,0.5899055,-0.11300667,16
ojziy,0.28609985,-0.18018821,16
toomey,0.15774123,0.49780867,16
slurred,0.17946233,-0.3073382,16
ft,0.19422005,-0.2808509,16
assumption,-0.25392765,0.23660386,16
insecurity,-0.0075332695,0.14339097,16
marines,0.34084368,0.14803952,16
incident,-0.50406265,0.066690266,16
writings,0.2632987,0.23652421,16
dgordon,-0.069981635,0.13302998,16
hims,0.060343675,-0.06605357,16
masterfully,0.21433283,-0.13792,16
resu,-0.03332141,0.031766,16
mirrors,0.030450411,-0.28150403,16
australian,0.9275542,-0.3102293,16
wg,0.049277507,-0.060367055,16
rudely,0.3125535,-0.27617487,16
pk,0.39505947,0.05796734,16
spirit,-0.2519553,0.035219822,16
eq,-0.046155546,-0.009069461,16
ross,0.4040294,0.0035102325,16
plowed,-0.16906287,-0.023048358,16
redefine,0.30529997,0.041221943,16
eggs,0.014193343,-0.3364926,16
blakeman,-0.078648716,0.09228316,16
ew,0.12814842,-0.16698214,16
therightmelissa,-0.0040038107,-0.41931883,16
launderer,0.021058077,0.08062144,16
minorities,0.6248878,-0.23814106,16
misrepresented,0.1328553,0.38793004,16
lq,0.18438458,0.05956852,16
envisioned,-0.91269904,0.5286133,16
imbackb,1.0996126,-0.14343667,16
alt,0.21254563,-0.20232455,16
wearethenewsnow,0.61703914,-0.655227,16
svdvcyr,0.43651778,0.37864447,16
categories,-0.07727672,-0.26082113,16
tes,0.1799384,0.22840777,16
jojofromjerz,-0.056411434,-0.14417276,16
initiate,-0.007205094,0.10021034,16
raping,0.45857194,-0.087339684,16
golfed,0.019955074,0.030175965,16
wiretapping,0.19698854,0.035216752,16
atcvgcldzg,0.568758,0.43570805,16
hart,0.20482291,-0.041837152,16
bg,0.03995914,-0.12043556,16
product,0.06967972,-0.100365855,16
ke,0.1885361,-0.055945672,16
resistanceblue,0.8912124,-0.14840356,16
proposition,0.18886322,-0.14967407,16
lilibellmia,0.5205411,-0.06475672,16
professionalism,0.10028169,0.044205517,16
bowing,-0.04663922,-0.013743394,16
sarahbcalif,0.044920154,0.09272221,16
inevitably,0.20927963,-0.19081062,16
votethemout,0.17632899,-0.028866008,16
allegiance,-0.42966026,-0.041982446,16
hallelujah,0.18860134,-0.15115424,16
briefers,1.1489669,0.042959128,16
sin,-0.15233126,-0.081898935,16
interrupting,0.40776193,-0.41757357,16
pale,0.16536905,-0.33384898,16
htq,0.49017793,-0.50103503,16
sticking,0.1933301,-0.319758,16
gaz,0.70874906,0.018166639,16
provoked,0.08435304,-0.20115243,16
pic,0.39545894,-0.28717554,16
readily,-0.05594577,0.5467539,16
takeaway,-0.14524524,0.1365192,16
music,0.03991145,-0.19201715,16
salesman,0.3560664,-0.30031288,16
wagging,0.26168296,-0.30455843,16
nic,-0.21891432,-0.17356981,16
qtanon,-0.05458865,-0.14383344,16
bin,0.30291924,-0.2821124,16
handwritten,0.51917106,0.4650253,16
carpet,0.16252533,0.08533932,16
nicoleperlroth,0.14947046,-0.12443306,16
vomit,0.31198394,-0.49066395,16
punch,0.031536233,-0.20494404,16
expediency,-0.418632,0.062368706,16
hungry,-0.28575006,-0.12639435,16
consumer,-0.114559375,-0.3903489,16
sherry,0.6194836,-0.07484966,16
egns,-0.24651736,-0.2865888,16
harass,0.23191482,-0.23866794,16
arabia,0.48639604,-0.23555888,16
grah,0.20313671,0.5338983,16
agen,-0.41262993,-0.089262515,16
bottling,0.44049585,-0.20306668,16
cries,0.015746078,-0.11286817,16
cbouzy,-0.13775359,0.058328737,16
redwins,0.012993749,-0.1245109,16
contemptuous,-0.13006414,0.33532873,16
wors,-0.12136103,0.062774695,16
sexist,0.09888854,-0.4123648,16
injury,-0.27682275,0.058685213,16
fees,0.28489935,0.32420552,16
prejudice,-0.6737663,0.12650049,16
champion,-0.13412485,-0.25280657,16
demagogue,-0.15435486,0.21588592,16
mfalpac,-0.29797447,0.08107532,16
extracted,0.517171,0.37244764,16
andrewgillum,-0.009058686,-0.03180995,16
gerrymandering,0.59627014,-0.4827246,16
espouse,0.34417892,0.065505914,16
demonstrating,0.39697444,0.07187514,16
jbouie,-0.24234603,0.06997433,16
demagoguery,-0.13791229,-0.31679106,16
inittowinit,0.025250943,0.026778542,16
clarification,-0.17683318,0.18655084,16
library,-0.06144307,0.21483506,16
forthcoming,-0.01921018,0.2533853,16
identifies,0.94517076,-0.05451158,16
reme,-0.44596282,0.052382473,16
nb,0.063769214,0.017986922,16
disbarment,0.10598759,0.46429005,16
environment,0.5922741,-0.4107664,16
dep,0.18213439,0.5863874,16
poten,0.3196907,0.11601557,16
juliusgoat,-0.40075344,0.3421612,16
patriotcat,-0.07229925,-0.37593973,16
connects,0.4512864,0.25551313,16
ncs,0.13310477,-0.23053372,16
grenell,0.72284406,-0.38842145,16
slink,0.2348163,-0.16558036,16
maxrose,-0.35359374,-0.19154577,16
perso,-0.0664797,0.16973887,16
unpredictable,0.95684767,0.4487301,16
aided,0.06424413,-0.054264173,16
adamgoldmannyt,0.81355387,0.2262848,16
alternate,0.123074606,0.012602158,16
whatifisaidit,-0.07207339,0.008569164,16
yof,-0.062934734,0.15743735,16
jill,0.016178071,0.18692513,16
overdue,-0.54730767,0.23478724,16
migrants,0.55672413,-0.31455067,16
seaneldridge,0.0022970268,0.017690118,16
extorted,-0.27478343,0.07625439,16
derision,0.472211,0.6834783,16
silliness,-0.58029664,-0.016319077,16
ensured,-0.23901811,0.015974976,16
produces,0.38997847,0.3331521,16
lengthy,0.111303896,0.13119805,16
miserably,-0.16720225,-0.33574468,16
laurawalkerkc,0.2722015,0.15386403,16
byron,0.34875244,-0.07912968,16
darn,-0.025545752,-0.010570725,16
abuseofpower,-0.42037204,0.06812832,16
bpolitics,-0.22788447,-0.074070714,16
bp,0.10890476,-0.087926395,16
pikes,-0.12985991,0.05745748,16
fates,0.14902525,0.2679106,16
hotshot__,-0.07640715,-0.40220645,16
noncrime,-0.015127356,-0.10398376,16
k_ovfefe,0.009858932,-0.23334888,16
booked,-0.20715468,-0.034104835,16
anythin,-0.505262,0.003143157,16
qblueskyq,0.20760296,-0.010621407,16
woodruffbets,0.82102114,0.2436149,16
congressperson,0.23514186,0.21393332,16
sjredmond,-0.060362216,0.21564084,16
hrenee,-0.22437267,0.010956003,16
complex,0.11884168,-0.070772454,16
creature,-0.034446996,-0.21858512,16
dino,-0.22662698,-0.0437307,16
horribly,-0.25638732,0.004444608,16
toronto,0.39693385,-0.35889456,16
combusting,-0.09799734,-0.13082926,16
mysleeptweet,-0.42366815,-0.012188361,16
gretcheninok,0.12028488,-0.3123182,16
harrowing,0.4860191,0.12916674,16
mandate,-0.03712849,0.330817,16
jets,0.51325834,-0.52148896,16
stenchfree,0.27732208,-0.6183027,16
fresher,0.28887203,-0.61520284,16
aj,0.16240802,0.20242551,16
lawfareblog,0.15631928,0.37282825,16
adamant,-0.17429022,0.19180448,16
christie,0.10440582,-0.3478695,16
handshake,0.2693158,-0.22231969,16
mecha,0.41275233,0.36313695,16
mighty,-0.14160833,-0.10654712,16
bette,-0.3003816,-0.24578266,16
envoy,1.3674102,-0.27802214,16
pcf,-0.09432144,0.14740042,16
quacks,1.152777,-0.28316253,16
melissajpeltier,-0.27675834,0.18246828,16
faults,0.46275714,0.24615827,16
jerrymoran,0.28058726,-0.28784335,16
ret,0.31636158,0.13830508,16
gina,0.2242124,-0.21883495,16
rickpetree,-0.0052054254,0.19301695,16
indictable,-0.037671175,0.51113296,16
vlqgu,0.44332552,0.37934306,16
fists,0.32793772,-0.7523669,16
qaeda,-0.12250716,-0.2961744,16
grassly,-0.22844462,0.67438185,16
peddling,-0.06902435,-0.59860176,16
devotion,0.06302973,0.18143833,16
prohibiting,0.20280471,0.46808624,16
joy_villa,0.1577438,-0.2518336,16
oy,0.095727295,0.03738084,16
veto,-0.27592307,0.19740024,16
contr,-0.10247845,0.11014642,16
traditional,0.2427184,-0.09356844,16
mistress,0.5761004,-0.642345,16
heretosaveday,0.23554401,-0.23649988,16
sand,-0.035589457,-0.01707176,16
gsteck,-0.31070316,-0.052719075,16
tolerate,-0.22036266,0.23344776,16
characterize,0.08458444,-0.057160404,16
evo,0.7445517,-0.20891449,16
med,0.10631955,-0.25239003,16
état,-0.18226816,-0.27349585,16
brooks,-0.009040359,-0.15188105,16
clueless,-0.35366488,-0.3891318,16
pla,0.401556,-0.29961485,16
conman,0.03383866,0.042312365,16
dobbs,0.5083746,-0.33297658,16
drives,-0.06374156,-0.1397834,16
qx,-0.11648322,-0.19787456,16
panicked,0.03985371,-0.24786851,16
boiling,0.6767395,-0.25385407,16
gloves,0.098587364,-0.39190167,16
gruel,-0.0836368,0.20841883,16
waning,0.500559,-0.7006068,16
impeccable,0.4354712,0.1771818,16
administer,-0.11569574,0.4116153,16
ruining,0.0488075,-0.09331789,16
decried,-0.033079434,-0.13699782,16
oped,0.16484302,0.5141796,16
mikemaga,-0.39886725,0.07745265,16
reap,-0.12132927,-0.08332813,16
unparalleled,-0.34262174,0.14819008,16
dipshit,-0.28905985,-0.2166618,16
floodgates,-0.16139919,0.6452002,16
duxtez,0.6017071,0.0109195,16
chest,-0.22930565,-0.1629246,16
trailing,0.07424891,0.45712113,16
endorses,0.04838604,0.12362847,16
rabbijill,-0.238265,0.017677998,16
devolves,0.50965565,-0.7620386,16
channels,-0.08032504,0.29813364,16
envy,0.13836545,-0.28877187,16
dumpster,0.35234585,0.019641183,16
davidyankovich,-0.081938185,0.07922221,16
hoemoticon,0.41163406,-0.18054828,16
bamafanaticfan,0.10367837,0.119504414,16
rescind,0.4246164,0.41922966,16
repm,0.1581997,-0.22416908,16
tortured,0.52781886,0.22330664,16
pcq,0.2778878,0.23869492,16
exclusively,0.5594377,0.048000667,16
verge,0.09488191,-0.14083014,16
realjohndennis,-0.3882267,-0.3263532,16
plague,-0.04902573,0.14664811,16
satisfy,-0.730705,-0.10456256,16
dfl,-0.22296207,0.06956497,16
rjygyahffb,0.11595658,0.19762462,16
coups,-0.36946973,0.11486473,16
undercut,0.47794557,0.6744634,16
theatrical,-0.1640249,0.045716424,16
marlene,-0.20634721,-0.15836439,16
thehowie,-0.449051,0.29871145,16
boasting,-0.08019574,0.30663833,16
liz_cheney,-0.009718234,0.21309945,16
felon,0.3919978,0.07906893,16
dad_darius,-0.36412764,0.08591948,16
thugs,0.039977435,-0.10516734,16
peoples,0.0094995005,-0.38728684,16
polled,-0.23317653,-0.019970339,16
lx,0.28071964,0.015721446,16
cnntonight,-0.16577253,0.048388965,16
patience,0.30606678,0.04804844,16
felonies,0.15266612,0.1993853,16
alerted,0.026238786,-0.030920735,16
jefferson,0.58884215,-0.22038996,16
tricky,0.046944138,0.17695948,16
sassygirlboss,-0.046418007,-0.019899456,16
flight,-0.08269546,-0.12047174,16
pts,0.15102103,-0.3443186,16
evident,0.14313841,0.04442487,16
simultaneously,0.011588705,0.027652225,16
accurately,0.22333147,0.16027065,16
vankapro,0.12092996,0.17336003,16
indoors,0.12992072,-0.3018485,16
thespybrief,0.1457293,0.23808862,16
je,0.26467016,-0.038937584,16
measly,-0.25085816,-0.21275137,16
repkarenbass,-0.051863525,0.12773664,16
middlemolly,0.9049437,0.011698989,16
pesky,-0.06878114,0.29227278,16
sexcounseling,-0.37435445,-0.28523904,16
entertainment,-0.17217411,0.0008300512,16
spanberger,0.7067494,-0.5573203,16
highlighting,0.08171695,-0.12834151,16
sniffling,0.24110359,0.045150176,16
jason_donner,0.20295735,0.062232114,16
considerin,-0.15895039,0.12941197,16
senatorial,-0.2424536,0.40851,16
prosperity,-0.06280928,-0.36953548,16
hong,0.37634984,-0.6620792,16
the_andrew_kerr,-0.14895877,-0.34004495,16
sanctimonious,0.32570502,0.26441124,16
miss_simone,0.7185981,-0.038531583,16
objected,0.038539957,-0.04988019,16
impassioned,0.017298382,0.40183577,16
forem,-0.051331572,0.5705171,16
stuns,0.48746717,0.698953,16
pd,-0.18132548,-0.1178005,16
agreeing,-0.17245236,0.35263705,16
unwavering,-0.1791587,0.01587481,16
repdlamborn,-0.099919796,-0.0921267,16
fbux,-0.20405552,0.49080718,16
nationalist_kag,0.020794574,-0.2438002,16
